 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +5.6750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.6875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.7000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.7125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.7250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.7375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.7500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.7625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.7750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.7875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.8000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.8125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.8250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.8375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.8500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.8625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.8750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +5.8875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +5.9000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +5.9125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +5.9250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +5.9375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +5.9500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +5.9625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +5.9750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +5.9875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.0000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.0125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.0250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.0375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.0500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.0625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.0750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.0875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.1000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.1125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.1250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.1375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.1500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.1625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.1750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.1875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.2000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.2125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.2250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.2375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.2500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.2625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.2750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.2875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.3000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.3125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.3250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.3375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.3500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.3625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.3750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.3875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.4000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.4125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.4250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.4375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.4500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.4625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.4750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.4875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.5000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.5125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.5250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.5375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.5500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.5625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.5750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.5875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.6000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.6125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.6250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.6375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.6500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.6625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.6750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.6875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.7000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.7125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.7250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.7375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.7500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.7625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.7750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.7875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.8000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.8125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.8250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.8375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.8500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.8625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.8750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +6.8875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +6.9000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +6.9125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +6.9250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +6.9375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +6.9500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +6.9625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +6.9750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +6.9875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.0000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.0125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.0250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.0375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.0500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.0625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.0750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.0875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.1000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.1125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.1250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.1375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.1500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.1625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.1750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.1875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.2000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.2125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.2250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.2375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.2500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.2625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.2750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.2875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.3000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.3125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.3250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.3375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.3500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.3625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.3750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.3875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.4000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.4125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.4250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.4375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.4500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.4625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.4750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.4875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.5000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.5125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.5250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.5375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.5500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.5625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.5750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.5875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.6000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.6125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.6250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.6375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.6500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.6625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.6750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.6875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.7000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.7125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.7250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.7375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.7500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.7625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.7750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.7875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.8000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.8125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.8250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.8375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.8500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.8625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.8750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +7.8875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +7.9000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +7.9125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +7.9250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +7.9375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +7.9500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +7.9625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +7.9750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +7.9875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +8.0000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +8.0125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +8.0250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +8.0375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +8.0500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +8.0625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +8.0750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +8.0875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +8.1000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +8.1125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
